"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_fax","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","metastatic tumor site:ch1","primary tumor site:ch1"
"GSM461793","Lung06_(Lung_to_Brain)","GSM461793","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461793/suppl/GSM461793.CEL.gz","54613","Brain","Lung"
"GSM461794","Lung07_(Lung_to_Brain)","GSM461794","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461794/suppl/GSM461794.CEL.gz","54613","Brain","Lung"
"GSM461795","Lung08_(Lung_to_Lymph_node)","GSM461795","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461795/suppl/GSM461795.CEL.gz","54613","Lymph Node","Lung"
"GSM461796","Lung09_(Lung_to_Lymph_node)","GSM461796","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461796/suppl/GSM461796.CEL.gz","54613","Lymph Node","Lung"
"GSM461797","Lung10_(Lung_to_Lymph_node)","GSM461797","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung (primary site) to Lymph node (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung","metastatic tumor site: Lymph Node","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461797/suppl/GSM461797.CEL.gz","54613","Lymph Node","Lung"
"GSM461798","Prostate01_(Prostate_to_Bone)","GSM461798","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461798/suppl/GSM461798.CEL.gz","54613","Bone","Prostate"
"GSM461799","Prostate02_(Prostate_to_Bone)","GSM461799","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461799/suppl/GSM461799.CEL.gz","54613","Bone","Prostate"
"GSM461800","Prostate03_(Prostate_to_Bone)","GSM461800","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461800/suppl/GSM461800.CEL.gz","54613","Bone","Prostate"
"GSM461801","Prostate04_(Prostate_to_Bone)","GSM461801","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461801/suppl/GSM461801.CEL.gz","54613","Bone","Prostate"
"GSM461802","Prostate05_(Prostate_to_Bone)","GSM461802","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461802/suppl/GSM461802.CEL.gz","54613","Bone","Prostate"
"GSM461803","Prostate06_(Prostate_to_Bone)","GSM461803","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461803/suppl/GSM461803.CEL.gz","54613","Bone","Prostate"
"GSM461804","Prostate07_(Prostate_to_Bone)","GSM461804","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461804/suppl/GSM461804.CEL.gz","54613","Bone","Prostate"
"GSM461805","Prostate08_(Prostate_to_Bone)","GSM461805","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461805/suppl/GSM461805.CEL.gz","54613","Bone","Prostate"
"GSM461806","Prostate09_(Prostate_to_Bone)","GSM461806","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Prostate (primary site) to Bone (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Prostate","metastatic tumor site: Bone","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461806/suppl/GSM461806.CEL.gz","54613","Bone","Prostate"
